City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
479,dallas,32.7668,-96.7836,106.74,33,0,9.22,US,1692296958
480,jurilovca,44.7667,28.8667,77.09,60,3,5.93,RO,1692297108
481,watampone,-4.5386,120.3279,73.6,87,100,3.2,ID,1692297109
482,al qitena,14.8648,32.3668,94.69,33,95,10.13,SD,1692297109
483,bukama,-9.2,25.85,81.72,24,0,1.72,CD,1692297110
484,zahedan,29.4963,60.8629,73.31,10,0,6.91,IR,1692297110
485,kawant,22.1,74.05,79.02,77,98,6.69,IN,1692297110
486,pakse,15.1167,105.7833,75.63,93,31,1.79,LA,1692297111
487,haiku-pauwela,20.9219,-156.3051,80.17,61,20,17.27,US,1692297111
488,demidov,55.2706,31.515,71.74,81,71,2.51,RU,1692297112
489,saint-francois,46.4154,3.9054,85.44,48,0,4.61,FR,1692297112
490,galliano,29.4422,-90.2992,97.0,49,40,3.44,US,1692297112
491,pemangkat,1.1667,108.9667,79.16,85,100,7.83,ID,1692297113
492,nova vicosa,-17.8919,-39.3719,75.24,66,11,8.99,BR,1692297113
493,el charco,2.4769,-78.1105,83.52,77,65,7.67,CO,1692297114
494,mamuju,-2.6748,118.8885,76.84,84,18,3.51,ID,1692297114
495,lenino,45.2986,35.7771,82.38,45,0,18.81,UA,1692297114
496,gillette,44.2911,-105.5022,88.11,32,0,14.97,US,1692296826
497,nacala,-14.5428,40.6728,71.98,77,0,7.52,MZ,1692297115
498,mar del plata,-38.0023,-57.5575,55.09,93,100,32.01,AR,1692297028
499,shippensburg,40.0507,-77.5203,87.67,45,13,5.01,US,1692297000
500,mahalapye,-23.1041,26.8142,66.9,30,21,8.28,BW,1692297116
501,maralal,1.0968,36.698,62.78,65,83,10.76,KE,1692297116
502,ruteng,-8.6136,120.4721,57.36,91,67,1.95,ID,1692297117
503,guercif,34.2257,-3.3536,91.35,25,11,12.8,MA,1692297117
504,sint michiel liber,12.15,-68.9833,89.42,62,0,13.8,CW,1692297117
505,laminusa,5.5549,120.9136,81.81,78,100,8.99,PH,1692297117
506,nikel,69.4128,30.222,48.38,84,9,11.68,RU,1692297118
507,st. john's,47.5649,-52.7093,68.27,73,75,5.75,CA,1692296884
508,sao paulo de olivenca,-3.3783,-68.8725,89.38,53,93,1.07,BR,1692297118
509,coahuayana de hidalgo,18.7,-103.6583,85.93,63,100,3.71,MX,1692297118
510,lelydorp,5.7,-55.2333,81.03,83,100,3.91,SR,1692297119
511,jean-rabel,19.8533,-73.1917,86.94,66,37,11.32,HT,1692297119
512,batu pahat,1.8548,102.9325,78.31,86,79,2.13,MY,1692297119
513,luino,46.0019,8.7451,80.69,61,100,5.75,IT,1692297120
514,mata-utu,-13.2816,-176.1745,81.55,71,26,13.11,WF,1692297120
515,hasaki,35.7333,140.8333,79.3,91,0,10.13,JP,1692297121
516,coyhaique,-45.5752,-72.0662,39.15,75,100,0.0,CL,1692297122
517,hilo,19.7297,-155.09,81.1,84,75,5.75,US,1692297123
518,smithers,54.7804,-127.1743,68.32,45,20,16.11,CA,1692297124
519,rio gallegos,-51.6226,-69.2181,39.25,87,100,14.97,AR,1692297124
520,monrovia,6.3005,-10.7969,80.37,84,55,10.18,LR,1692297124
521,yerofey pavlovich,53.9667,121.9667,53.91,95,55,8.52,RU,1692297125
522,vilhena,-12.7406,-60.1458,91.62,31,40,11.5,BR,1692297126
523,swakopmund,-22.6833,14.5333,55.98,80,26,5.99,NA,1692297127
524,shalkar,47.8288,59.6258,80.8,25,38,8.39,KZ,1692297127
525,tura,25.5198,90.2201,76.48,98,100,5.21,IN,1692297127
526,shilin,24.8188,103.3324,63.73,95,100,2.64,CN,1692297128
527,orkney,-26.9802,26.6727,63.19,30,35,10.56,ZA,1692297130
528,coracora,-15.0333,-73.7833,68.74,10,0,9.8,PE,1692297131
529,bandar abbas,27.1865,56.2808,91.38,70,6,2.3,IR,1692297131
530,tralee,52.2704,-9.7026,60.76,81,100,9.66,IE,1692297132
531,cuajinicuilapa,16.4667,-98.4167,93.16,46,99,8.01,MX,1692297132
532,kasongo-lunda,-6.4667,16.8167,85.05,34,11,2.13,CD,1692297133
533,ifakara,-8.1333,36.6833,77.54,50,68,7.11,TZ,1692297133
534,zonguldak,41.25,31.8333,66.92,80,0,2.33,TR,1692297134
535,beohari,24.05,81.3833,75.65,95,100,5.99,IN,1692297134
536,ocean shores,46.9737,-124.1563,66.02,88,100,9.22,US,1692297135
537,praia,14.9215,-23.5087,82.94,78,75,11.5,CV,1692297135
538,ekibastuz,51.6667,75.3667,69.85,47,64,2.84,KZ,1692297136
539,kadugli,11.0167,29.7167,77.07,77,20,2.3,SD,1692297137
540,kuantan,3.8077,103.326,77.11,94,20,10.36,MY,1692297137
541,roma,43.2128,-75.4557,82.81,62,100,11.5,US,1692297138
542,riberalta,-10.9833,-66.1,95.2,43,40,4.61,BO,1692297138
543,puerto madryn,-42.7692,-65.0385,43.57,87,100,20.22,AR,1692297139
544,nadi,-17.8,177.4167,69.8,94,20,4.61,FJ,1692297139
545,plesetsk,62.708,40.2916,63.82,96,100,5.26,RU,1692297140
546,sydney,-33.8679,151.2073,53.58,91,100,10.36,AU,1692296883
547,shwebo,22.5667,95.7,79.66,82,100,10.4,MM,1692297141
548,zambezi,-13.5432,23.1047,70.83,27,0,5.82,ZM,1692297141
549,utiel,39.5667,-1.2,77.86,52,0,8.21,ES,1692297142
550,kingston,17.997,-76.7936,92.35,68,20,14.97,JM,1692297054
551,nelson bay,-32.7167,152.15,55.09,97,19,11.01,AU,1692297143
552,rock springs,41.5875,-109.2029,88.05,25,0,6.91,US,1692297143
553,cabedelo,-6.9811,-34.8339,81.27,74,96,14.61,BR,1692297144
554,suifenhe,44.4,131.1667,65.26,97,0,1.16,CN,1692297144
555,malvan,16.0667,73.4667,79.68,82,100,9.71,IN,1692297145
556,kurumkan,54.3,110.3,51.46,94,100,4.9,RU,1692297146
557,kirensk,57.7853,108.1119,53.28,96,100,10.94,RU,1692297146
558,saveh,35.0213,50.3566,83.66,9,0,3.85,IR,1692297147
